model,model_name,image_id,category,code_language,dists,clip_sim,edge_iou,edge_f1
gpt-oss,GPT-OSS,2931,metric geometry - length,tikz,0.19479042291641235,0.9362990856170654,0.08056759834289551,0.14912088007401259
gpt-oss,GPT-OSS,2932,metric geometry - angle,tikz,0.2062665820121765,0.9682173728942871,0.0268547460436821,0.05230485926782467
gpt-oss,GPT-OSS,2933,metric geometry - angle,tikz,0.2551562190055847,0.8491194844245911,0.03658059611916542,0.07057935459380922
gpt-oss,GPT-OSS,2935,solid geometry,tikz,0.281671404838562,0.8518713712692261,0.01706165261566639,0.033550870200544515
gpt-oss,GPT-OSS,2936,metric geometry - area,tikz,0.1897430419921875,0.9779317378997803,0.03154461458325386,0.061159964953072674
gpt-oss,GPT-OSS,2937,metric geometry - area,python,0.2315981388092041,0.9604822397232056,0.08804753422737122,0.16184501961408945
gpt-oss,GPT-OSS,2938,metric geometry - angle,tikz,0.20544874668121338,0.9783298373222351,0.1344410926103592,0.2370173091382308
gpt-oss,GPT-OSS,294,algebra,tikz,0.19289642572402954,0.8972337245941162,0.09552306681871414,0.1743880510820821
gpt-oss,GPT-OSS,2940,metric geometry - angle,tikz,0.24740904569625854,0.9678139686584473,0.06646791100502014,0.12465055937835978
gpt-oss,GPT-OSS,2941,solid geometry,tikz,0.2958937883377075,0.9230170249938965,0.04555931314826012,0.08714821725872152
gpt-oss,GPT-OSS,2944,metric geometry - length,tikz,0.20168733596801758,0.9819734692573547,0.027578726410865784,0.053677107976034935
gpt-oss,GPT-OSS,2945,metric geometry - area,tikz,0.15281891822814941,0.9773271083831787,0.09516113996505737,0.1737847284032995
gpt-oss,GPT-OSS,2946,metric geometry - area,tikz,0.27337753772735596,0.9522495269775391,0.03293655067682266,0.06377264943517344
gpt-oss,GPT-OSS,2947,metric geometry - angle,tikz,0.2170770764350891,0.955320417881012,0.039618540555238724,0.07621745523188997
gpt-oss,GPT-OSS,2948,metric geometry - area,tikz,0.2549206614494324,0.9324595332145691,0.022429386153817177,0.04387468809653612
gpt-oss,GPT-OSS,2949,solid geometry,tikz,0.2065141201019287,0.940284788608551,0.11025087535381317,0.1986053430693836
gpt-oss,GPT-OSS,295,graph theory,tikz,0.26285481452941895,0.9208903908729553,0.063077412545681,0.11866946758657837
gpt-oss,GPT-OSS,2950,analytic geometry,tikz,0.1913352608680725,0.9622541069984436,0.08257933706045151,0.15256033844367523
gpt-oss,GPT-OSS,2951,metric geometry - angle,tikz,0.137518048286438,0.9417445659637451,0.05273197963833809,0.10018120412721485
gpt-oss,GPT-OSS,2952,metric geometry - length,tikz,0.17298293113708496,0.9542524814605713,0.01798083260655403,0.03532646729257141
gpt-oss,GPT-OSS,2953,metric geometry - area,tikz,0.12281227111816406,0.9840644001960754,0.28576356172561646,0.4445040581265169
gpt-oss,GPT-OSS,2954,metric geometry - angle,tikz,0.1554277539253235,0.9649942517280579,0.1209300085902214,0.21576726967652252
gpt-oss,GPT-OSS,2955,analytic geometry,tikz,0.19710731506347656,0.95022052526474,0.09435418993234634,0.17243811805681789
gpt-oss,GPT-OSS,2956,metric geometry - area,tikz,0.2138323187828064,0.8105553984642029,0.033355604857206345,0.06455784431966838
gpt-oss,GPT-OSS,2957,analytic geometry,tikz,0.1865849494934082,0.9695186018943787,0.024911826476454735,0.048612624105591126
gpt-oss,GPT-OSS,2958,analytic geometry,tikz,0.1777591109275818,0.9865427017211914,0.03346804901957512,0.06476842279702544
gpt-oss,GPT-OSS,2959,metric geometry - length,tikz,0.25762200355529785,0.9293016791343689,0.11868882924318314,0.21219275557962647
gpt-oss,GPT-OSS,296,analytic geometry,tikz,0.27694350481033325,0.912507176399231,0.04606890305876732,0.08808005558679846
gpt-oss,GPT-OSS,2960,metric geometry - area,tikz,0.19842469692230225,0.9382541179656982,0.13383488357067108,0.23607473732597914
gpt-oss,GPT-OSS,2961,metric geometry - area,tikz,0.31513530015945435,0.8963295817375183,0.05158597603440285,0.09811081192810384
gpt-oss,GPT-OSS,2962,metric geometry - area,tikz,0.1811997890472412,0.932982325553894,0.04305782914161682,0.08256076635056406
gpt-oss,GPT-OSS,2963,metric geometry - area,tikz,0.34415924549102783,0.8529530763626099,0.026052193716168404,0.05078141978239648
gpt-oss,GPT-OSS,2964,metric geometry - length,tikz,0.2615840435028076,0.9098151922225952,0.022236283868551254,0.04350517200226955
gpt-oss,GPT-OSS,2965,solid geometry,tikz,0.336109459400177,0.8696783781051636,0.0768292248249054,0.14269527760301257
gpt-oss,GPT-OSS,2966,metric geometry - length,tikz,0.19239777326583862,0.7450047135353088,0.08269669115543365,0.15276058786512794
gpt-oss,GPT-OSS,2967,metric geometry - angle,tikz,0.13756108283996582,0.980777382850647,0.14244677126407623,0.24937137885608324
gpt-oss,GPT-OSS,2968,solid geometry,tikz,0.24643343687057495,0.9323275089263916,0.0410718210041523,0.0789029541294946
gpt-oss,GPT-OSS,2969,metric geometry - area,tikz,0.28612297773361206,0.9317932724952698,0.0781305581331253,0.1449371057145343
gpt-oss,GPT-OSS,297,metric geometry - area,tikz,0.3554188013076782,0.9079993963241577,0.19808517396450043,0.33066959540362745
gpt-oss,GPT-OSS,2970,metric geometry - area,tikz,0.16400760412216187,0.9676371812820435,0.033107656985521317,0.064093331280851
gpt-oss,GPT-OSS,2971,solid geometry,tikz,0.25281059741973877,0.9474818110466003,0.05954289808869362,0.11239355610629456
gpt-oss,GPT-OSS,2972,metric geometry - angle,tikz,0.16136831045150757,0.9646497368812561,0.052269600331783295,0.09934640732675246
gpt-oss,GPT-OSS,2973,analytic geometry,tikz,0.22196424007415771,0.9317967891693115,0.12286586314439774,0.2188433517642938
gpt-oss,GPT-OSS,2974,analytic geometry,tikz,0.20856672525405884,0.9678055644035339,0.027641870081424713,0.05379669937345057
gpt-oss,GPT-OSS,2975,metric geometry - angle,tikz,0.17637401819229126,0.9855104684829712,0.12526655197143555,0.22264332899952935
gpt-oss,GPT-OSS,2976,metric geometry - area,tikz,0.12879395484924316,0.981372594833374,0.06990466266870499,0.13067455755198948
gpt-oss,GPT-OSS,2977,metric geometry - length,tikz,0.19280856847763062,0.9566453695297241,0.08035383373498917,0.14875466516402622
gpt-oss,GPT-OSS,2978,metric geometry - area,tikz,0.14752614498138428,0.9872454404830933,0.17507648468017578,0.29798312948049566
gpt-oss,GPT-OSS,2979,metric geometry - angle,tikz,0.21191763877868652,0.9520267248153687,0.15777984261512756,0.2725558658174178
gpt-oss,GPT-OSS,298,combinatorial geometry,tikz,0.33280205726623535,0.8514310717582703,0.12426711618900299,0.22106332673846524
gpt-oss,GPT-OSS,2980,metric geometry - angle,tikz,0.2634429931640625,0.9496024250984192,0.012908088974654675,0.025487187017513308
gpt-oss,GPT-OSS,2981,solid geometry,tikz,0.26838940382003784,0.9585503935813904,0.046778202056884766,0.08937557220497923
gpt-oss,GPT-OSS,2982,solid geometry,tikz,0.3027496933937073,0.9419591426849365,0.019838843494653702,0.03890584068011581
gpt-oss,GPT-OSS,2983,metric geometry - angle,tikz,0.18873512744903564,0.9614629149436951,0.24146884679794312,0.3890050723952611
gpt-oss,GPT-OSS,2984,analytic geometry,tikz,0.26961827278137207,0.9328230023384094,0.06651391834020615,0.12473145358335222
gpt-oss,GPT-OSS,2985,metric geometry - angle,tikz,0.2820422053337097,0.9470923542976379,0.05798706039786339,0.10961771064990547
gpt-oss,GPT-OSS,2986,metric geometry - length,tikz,0.2486209273338318,0.9570553302764893,0.038253601640462875,0.07368835358082297
gpt-oss,GPT-OSS,2987,metric geometry - area,tikz,0.18022334575653076,0.9526439905166626,0.06138937547802925,0.115677388289423
gpt-oss,GPT-OSS,2989,metric geometry - angle,tikz,0.17929494380950928,0.9658575057983398,0.19827453792095184,0.33093340824352985
gpt-oss,GPT-OSS,299,analytic geometry,tikz,0.2726924419403076,0.9173361659049988,0.2519172132015228,0.40245025684757757
gpt-oss,GPT-OSS,2990,metric geometry - area,tikz,0.258902370929718,0.9491188526153564,0.026272578164935112,0.05119999994031911
gpt-oss,GPT-OSS,2991,analytic geometry,tikz,0.24219655990600586,0.9283971190452576,0.1136162206530571,0.2040491436899295
gpt-oss,GPT-OSS,2992,metric geometry - area,tikz,0.17670297622680664,0.9598038792610168,0.03538872301578522,0.06835832681154635
gpt-oss,GPT-OSS,2993,metric geometry - area,tikz,0.1873929500579834,0.960839569568634,0.042200762778520584,0.08098393884967395
gpt-oss,GPT-OSS,2995,solid geometry,tikz,0.2617158889770508,0.9591875076293945,0.02906043827533722,0.05647955730792596
gpt-oss,GPT-OSS,2996,metric geometry - area,tikz,0.21471530199050903,0.9058115482330322,0.08730512112379074,0.16058992229059202
gpt-oss,GPT-OSS,2997,metric geometry - area,tikz,0.16983473300933838,0.9120624661445618,0.01819460280239582,0.03573895095919212
gpt-oss,GPT-OSS,2998,metric geometry - area,tikz,0.06501483917236328,0.9849276542663574,0.15313494205474854,0.26559762144417215
gpt-oss,GPT-OSS,2999,metric geometry - angle,tikz,0.2568139433860779,0.9220239520072937,0.03484702855348587,0.06734720652209658
gpt-oss,GPT-OSS,30,unknown,tikz,0.4394647479057312,0.6397445797920227,0.10895462334156036,0.19649970975244965
gpt-oss,GPT-OSS,300,metric geometry - area,tikz,0.24190235137939453,0.9152041077613831,0.039139967411756516,0.07533146338722603
gpt-oss,GPT-OSS,3000,metric geometry - area,tikz,0.23604422807693481,0.9320820569992065,0.030388401821255684,0.05898436180222168
gpt-oss,GPT-OSS,3001,metric geometry - area,tikz,0.11896270513534546,0.9851018190383911,0.7293625473976135,0.8435044729312609
gpt-oss,GPT-OSS,3003,metric geometry - area,tikz,0.26620644330978394,0.8935118317604065,0.03339625522494316,0.06463397420419341
gpt-oss,GPT-OSS,3004,solid geometry,tikz,0.20843809843063354,0.9497240781784058,0.06859065592288971,0.1283759272465722
gpt-oss,GPT-OSS,3006,metric geometry - angle,tikz,0.2179872989654541,0.9632079005241394,0.07772582024335861,0.14424043930264044
gpt-oss,GPT-OSS,3007,metric geometry - area,tikz,0.20704740285873413,0.9719940423965454,0.05361012741923332,0.10176464053303189
gpt-oss,GPT-OSS,3009,solid geometry,tikz,0.3372938632965088,0.9217709898948669,0.053810421377420425,0.10212542711147155
gpt-oss,GPT-OSS,3010,metric geometry - area,tikz,0.25610899925231934,0.9583154916763306,0.20396216213703156,0.33881822273808004
gpt-oss,GPT-OSS,3011,solid geometry,tikz,0.21915888786315918,0.9650964140892029,0.04432957246899605,0.08489575666926745
gpt-oss,GPT-OSS,3012,metric geometry - angle,tikz,0.22775357961654663,0.9136181473731995,0.05096721276640892,0.09699106290653724
gpt-oss,GPT-OSS,3013,solid geometry,tikz,0.30461829900741577,0.9560888409614563,0.0636882409453392,0.119749826384195
gpt-oss,GPT-OSS,3014,transformation geometry,tikz,0.24337100982666016,0.934929609298706,0.09502142667770386,0.1735517149061842
gpt-oss,GPT-OSS,3015,metric geometry - area,tikz,0.13731896877288818,0.9837313890457153,0.09636692702770233,0.17579320205256904
gpt-oss,GPT-OSS,3016,metric geometry - area,tikz,0.2549995183944702,0.9340319633483887,0.05739939212799072,0.10856709722111284
gpt-oss,GPT-OSS,3017,solid geometry,tikz,0.25271034240722656,0.9234910011291504,0.03956672176718712,0.07612156277572484
gpt-oss,GPT-OSS,3018,metric geometry - angle,tikz,0.2060343623161316,0.9826409220695496,0.159079909324646,0.27449341204339706
gpt-oss,GPT-OSS,3019,metric geometry - angle,tikz,0.1503576636314392,0.94256591796875,0.1387806087732315,0.24373546685106282
gpt-oss,GPT-OSS,302,algebra,tikz,0.25682705640792847,0.9622798562049866,0.08490992337465286,0.15652897967893645
gpt-oss,GPT-OSS,3020,analytic geometry,tikz,0.192710280418396,0.9549664258956909,0.04701806604862213,0.08981328034274083
gpt-oss,GPT-OSS,3021,analytic geometry,tikz,0.21198350191116333,0.9468648433685303,0.16504178941249847,0.2833233595182442
gpt-oss,GPT-OSS,3022,metric geometry - angle,tikz,0.16884487867355347,0.9604400992393494,0.06740695238113403,0.12630037614464093
gpt-oss,GPT-OSS,3023,metric geometry - area,tikz,0.19003772735595703,0.9494708776473999,0.17925074696540833,0.3040078467513456
gpt-oss,GPT-OSS,3024,metric geometry - area,tikz,0.13639307022094727,0.9678485989570618,0.07435905188322067,0.13842495305363375
gpt-oss,GPT-OSS,3026,analytic geometry,tikz,0.21092736721038818,0.9429857730865479,0.035805512219667435,0.06913558883269148
gpt-oss,GPT-OSS,3029,metric geometry - angle,tikz,0.2791013717651367,0.917725145816803,0.03917727619409561,0.07540056356572689
gpt-oss,GPT-OSS,303,metric geometry - area,tikz,0.3414679169654846,0.892706036567688,0.05709291994571686,0.10801873649381603
gpt-oss,GPT-OSS,3030,metric geometry - length,tikz,0.20519137382507324,0.9513429999351501,0.04149819165468216,0.07968941623727874
gpt-oss,GPT-OSS,3031,metric geometry - angle,tikz,0.18543767929077148,0.8817399740219116,0.1263664960861206,0.22437898942999168
gpt-oss,GPT-OSS,3032,solid geometry,tikz,0.30734074115753174,0.9082955121994019,0.01567981392145157,0.030875505988393347
gpt-oss,GPT-OSS,3033,metric geometry - angle,tikz,0.1362847089767456,0.9935431480407715,0.6266790628433228,0.7705011572991172
gpt-oss,GPT-OSS,3034,metric geometry - angle,tikz,0.22833609580993652,0.9807913303375244,0.05946222320199013,0.1122498255668773
